1	0	1.0	0.0
2	0	2.0	0.0
3	0	3.0	0.0
4	0	4.0	0.0
5	0	5.0	0.0
6	0	6.0	0.0
7	0	7.0	0.0
8	0	8.0	0.0
9	0	9.0	-2.0
10	0	10.0	-2.828
11	0	11.0	-3.464
12	0	12.0	-4.0
13	0	13.0	-4.472
14	0	14.0	-4.899
15	0	15.0	-5.292
16	0	16.0	-5.657
17	1	1.0	0.0
18	1	2.0	-0.0
19	1	3.0	-0.0
20	1	4.0	-0.0
21	1	5.0	0.0
22	1	6.0	0.0
23	1	7.0	-0.0
24	1	8.0	0.0
25	1	9.0	2.0
26	1	10.0	2.828
27	1	11.0	3.464
28	1	12.0	4.0
29	1	13.0	4.472
30	1	14.0	4.899
31	1	15.0	5.292
32	1	16.0	5.657
33	2	1.0	0.0
34	2	2.0	0.0
35	2	3.0	0.0
36	2	4.0	0.0
37	2	5.0	0.0
38	2	6.0	0.0
39	2	7.0	0.0
40	2	8.0	0.0
41	2	9.0	-2.0
42	2	10.0	-2.828
43	2	11.0	-3.464
44	2	12.0	-4.0
45	2	13.0	-4.472
46	2	14.0	-4.899
47	2	15.0	-5.292
48	2	16.0	-5.657
49	3	1.0	0.0
50	3	2.0	-0.0
51	3	3.0	-0.0
52	3	4.0	-0.0
53	3	5.0	0.0
54	3	6.0	0.0
55	3	7.0	-0.0
56	3	8.0	0.0
57	3	9.0	2.0
58	3	10.0	2.828
59	3	11.0	3.464
60	3	12.0	4.0
61	3	13.0	4.472
62	3	14.0	4.899
63	3	15.0	5.292
64	3	16.0	5.657
65	4	1.0	0.0
66	4	2.0	0.0
67	4	3.0	0.0
68	4	4.0	0.0
69	4	5.0	0.0
70	4	6.0	0.0
71	4	7.0	0.0
72	4	8.0	0.0
73	4	9.0	-2.0
74	4	10.0	-2.828
75	4	11.0	-3.464
76	4	12.0	-4.0
77	4	13.0	-4.472
78	4	14.0	-4.899
79	4	15.0	-5.292
80	4	16.0	-5.657
81	5	1.0	0.0
82	5	2.0	-0.0
83	5	3.0	-0.0
84	5	4.0	-0.0
85	5	5.0	0.0
86	5	6.0	0.0
87	5	7.0	-0.0
88	5	8.0	0.0
89	5	9.0	2.0
90	5	10.0	2.828
91	5	11.0	3.464
92	5	12.0	4.0
93	5	13.0	4.472
94	5	14.0	4.899
95	5	15.0	5.292
96	5	16.0	5.657
97	6	1.0	0.0
98	6	2.0	-0.0
99	6	3.0	-0.0
100	6	4.0	-0.0
101	6	5.0	0.0
102	6	6.0	0.0
103	6	7.0	-0.0
104	6	8.0	0.0
105	6	9.0	2.0
106	6	10.0	2.828
107	6	11.0	3.464
108	6	12.0	4.0
109	6	13.0	4.472
110	6	14.0	4.899
111	6	15.0	5.292
112	6	16.0	5.657
113	7	1.0	0.0
114	7	2.0	-0.0
115	7	3.0	-0.0
116	7	4.0	-0.0
117	7	5.0	0.0
118	7	6.0	0.0
119	7	7.0	-0.0
120	7	8.0	0.0
121	7	9.0	2.0
122	7	10.0	2.828
123	7	11.0	3.464
124	7	12.0	4.0
125	7	13.0	4.472
126	7	14.0	4.899
127	7	15.0	5.292
128	7	16.0	5.657
129	8	1.0	0.0
130	8	2.0	0.0
131	8	3.0	0.0
132	8	4.0	0.0
133	8	5.0	0.0
134	8	6.0	0.0
135	8	7.0	0.0
136	8	8.0	0.0
137	8	9.0	0.0
138	8	10.0	0.0
139	8	11.0	0.0
140	8	12.0	0.0
141	8	13.0	0.0
142	8	14.0	0.0
143	8	15.0	0.0
144	8	16.0	0.0
145	9	1.0	0.0
146	9	2.0	-0.0
147	9	3.0	-0.0
148	9	4.0	-0.0
149	9	5.0	0.0
150	9	6.0	0.0
151	9	7.0	-0.0
152	9	8.0	0.0
153	9	9.0	2.0
154	9	10.0	2.828
155	9	11.0	3.464
156	9	12.0	4.0
157	9	13.0	4.472
158	9	14.0	4.899
159	9	15.0	5.292
160	9	16.0	5.657
161	10	1.0	0.0
162	10	2.0	0.0
163	10	3.0	0.0
164	10	4.0	0.0
165	10	5.0	0.0
166	10	6.0	0.0
167	10	7.0	0.0
168	10	8.0	0.0
169	10	9.0	0.0
170	10	10.0	0.0
171	10	11.0	0.0
172	10	12.0	0.0
173	10	13.0	0.0
174	10	14.0	0.0
175	10	15.0	0.0
176	10	16.0	0.0
177	11	1.0	0.0
178	11	2.0	0.0
179	11	3.0	0.0
180	11	4.0	0.0
181	11	5.0	0.0
182	11	6.0	0.0
183	11	7.0	0.0
184	11	8.0	0.0
185	11	9.0	0.0
186	11	10.0	0.0
187	11	11.0	0.0
188	11	12.0	0.0
189	11	13.0	0.0
190	11	14.0	0.0
191	11	15.0	0.0
192	11	16.0	0.0
193	12	1.0	0.0
194	12	2.0	-0.0
195	12	3.0	-0.0
196	12	4.0	-0.0
197	12	5.0	0.0
198	12	6.0	0.0
199	12	7.0	-0.0
200	12	8.0	0.0
201	12	9.0	2.0
202	12	10.0	2.828
203	12	11.0	3.464
204	12	12.0	4.0
205	12	13.0	4.472
206	12	14.0	4.899
207	12	15.0	5.292
208	12	16.0	5.657
209	13	1.0	0.0
210	13	2.0	-0.0
211	13	3.0	-0.0
212	13	4.0	-0.0
213	13	5.0	0.0
214	13	6.0	0.0
215	13	7.0	-0.0
216	13	8.0	0.0
217	13	9.0	2.0
218	13	10.0	2.828
219	13	11.0	3.464
220	13	12.0	4.0
221	13	13.0	4.472
222	13	14.0	4.899
223	13	15.0	5.292
224	13	16.0	5.657
225	14	1.0	0.0
226	14	2.0	0.0
227	14	3.0	0.0
228	14	4.0	0.0
229	14	5.0	0.0
230	14	6.0	0.0
231	14	7.0	0.0
232	14	8.0	0.0
233	14	9.0	0.0
234	14	10.0	0.0
235	14	11.0	0.0
236	14	12.0	0.0
237	14	13.0	0.0
238	14	14.0	0.0
239	14	15.0	0.0
240	14	16.0	0.0
241	15	1.0	0.0
242	15	2.0	-0.0
243	15	3.0	-0.0
244	15	4.0	-0.0
245	15	5.0	0.0
246	15	6.0	0.0
247	15	7.0	-0.0
248	15	8.0	0.0
249	15	9.0	2.0
250	15	10.0	2.828
251	15	11.0	3.464
252	15	12.0	4.0
253	15	13.0	4.472
254	15	14.0	4.899
255	15	15.0	5.292
256	15	16.0	5.657
257	16	1.0	0.0
258	16	2.0	-0.0
259	16	3.0	-0.0
260	16	4.0	-0.0
261	16	5.0	0.0
262	16	6.0	0.0
263	16	7.0	-0.0
264	16	8.0	0.0
265	16	9.0	2.0
266	16	10.0	2.828
267	16	11.0	3.464
268	16	12.0	4.0
269	16	13.0	4.472
270	16	14.0	4.899
271	16	15.0	5.292
272	16	16.0	5.657
273	17	1.0	0.0
274	17	2.0	-0.0
275	17	3.0	-0.0
276	17	4.0	-0.0
277	17	5.0	0.0
278	17	6.0	0.0
279	17	7.0	-0.0
280	17	8.0	0.0
